OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtQual,BsmtExposure,BsmtFinSF1,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,SalePrice,MSZoning_NaN,Neighborhood_NridgHt,Exterior1st_NaN,Exterior2nd_NaN,MasVnrType_None,Foundation_PConc,GarageType_Detchd,GarageFinish_Fin,GarageFinish_Unf,SaleType_NaN,SaleType_New,SaleCondition_Partial
5,1950,1950,161.0,2.0,2.0,3.0,185.0,709.0,2.0,979,1203,1,3.0,5,1,1.0,352.0,110000.0,0,0,0,0,0,0,1,0,1,0,0,0
8,2009,2009,110.0,3.0,3.0,3.0,544.0,832.0,4.0,832,1935,2,2.0,8,0,2.0,552.0,263435.0,0,0,0,0,0,1,0,1,0,0,1,1
7,1936,2007,0.0,3.0,3.0,3.0,350.0,560.0,4.0,575,1135,1,3.0,6,0,2.0,576.0,155000.0,0,0,0,0,1,1,1,0,0,0,0,0
5,1965,1965,0.0,2.0,2.0,3.0,553.0,864.0,3.0,864,864,1,2.0,5,1,1.0,360.0,62383.0,0,0,0,0,1,0,1,0,1,0,0,0
6,1934,1995,0.0,2.0,2.0,3.0,326.0,715.0,1.0,849,1660,1,2.0,6,1,1.0,240.0,188700.0,0,0,0,0,1,0,1,0,1,0,0,0
5,1978,1978,136.0,2.0,3.0,3.0,616.0,1040.0,2.0,1040,1040,2,2.0,5,0,0.0,0.0,124000.0,0,0,0,0,0,0,0,0,0,0,0,0
7,2004,2004,18.0,3.0,3.0,3.0,0.0,1375.0,4.0,1414,1414,2,3.0,6,1,2.0,398.0,178740.0,0,0,0,0,0,1,0,1,0,0,0,0
7,1970,1970,0.0,2.0,2.0,0.0,778.0,1277.0,2.0,1277,1277,1,2.0,5,1,2.0,526.0,167000.0,0,0,0,0,1,0,0,0,1,0,0,0
5,1942,1995,224.0,2.0,2.0,3.0,386.0,728.0,4.0,888,1644,1,3.0,7,2,1.0,312.0,146500.0,0,0,0,0,0,0,0,0,1,0,0,0
8,2006,2006,248.0,3.0,3.0,3.0,0.0,1626.0,4.0,1634,1634,2,3.0,7,1,3.0,866.0,250000.0,0,1,0,0,0,1,0,0,0,0,0,0
6,1993,1993,120.0,3.0,3.0,3.0,426.0,832.0,4.0,832,1710,2,3.0,7,0,2.0,506.0,187000.0,0,0,0,0,0,1,0,0,0,0,0,0
8,1985,1985,0.0,3.0,3.0,1.0,368.0,1488.0,2.0,1502,1502,1,3.0,4,0,2.0,528.0,212000.0,0,0,0,0,1,1,0,0,0,0,0,0
7,1977,1977,0.0,2.0,3.0,3.0,0.0,808.0,2.0,1161,1969,2,2.0,8,1,2.0,534.0,190000.0,0,0,0,0,1,0,0,0,0,0,0,0
6,2005,2005,80.0,2.0,3.0,0.0,459.0,547.0,4.0,1072,1072,1,2.0,5,0,2.0,525.0,148000.0,0,0,0,0,0,1,0,0,0,0,0,0
8,2006,2007,304.0,3.0,4.0,0.0,1350.0,1976.0,4.0,1976,1976,2,3.0,7,1,3.0,908.0,440000.0,0,1,0,0,0,1,0,0,0,0,1,1
8,2000,2000,0.0,3.0,3.0,1.0,1196.0,1494.0,4.0,1652,1652,2,4.0,6,0,2.0,499.0,251000.0,0,0,0,0,1,1,0,0,0,0,0,0
5,1963,1963,0.0,2.0,2.0,3.0,630.0,970.0,2.0,970,970,1,2.0,5,0,2.0,624.0,132500.0,0,0,0,0,1,0,1,0,1,0,0,0
6,1997,1998,215.0,2.0,3.0,0.0,994.0,1478.0,4.0,1493,1493,2,3.0,7,1,2.0,508.0,208900.0,0,0,0,0,0,1,0,1,0,0,0,0
9,2006,2006,772.0,4.0,3.0,1.0,0.0,2153.0,4.0,2069,2643,2,4.0,9,1,3.0,694.0,380000.0,0,1,0,0,0,1,0,1,0,0,0,0
8,2007,2008,336.0,3.0,4.0,0.0,1288.0,1705.0,4.0,1718,1718,2,3.0,7,1,3.0,826.0,297000.0,0,0,0,0,0,1,0,0,0,0,0,0
4,1937,2000,435.0,2.0,1.0,3.0,168.0,907.0,2.0,1131,1131,1,2.0,7,0,2.0,672.0,89471.0,0,0,0,0,0,0,1,0,1,0,0,0
9,2004,2005,378.0,3.0,4.0,0.0,1261.0,1833.0,4.0,1850,1850,2,3.0,8,1,3.0,772.0,326000.0,0,1,0,0,0,1,0,1,0,0,0,0
9,2003,2004,562.0,3.0,4.0,0.0,1567.0,1792.0,4.0,1792,1792,2,4.0,6,1,3.0,874.0,374000.0,0,1,0,0,0,1,0,1,0,0,0,0
7,1915,2005,0.0,3.0,2.0,3.0,299.0,910.0,4.0,916,1826,1,4.0,7,1,1.0,164.0,155000.0,0,0,0,0,1,1,0,0,1,0,0,0
6,1998,1998,116.0,2.0,4.0,3.0,897.0,1216.0,4.0,1216,1216,2,2.0,5,0,2.0,402.0,164000.0,0,0,0,0,0,1,0,0,1,0,0,0
5,1962,2001,0.0,2.0,2.0,3.0,588.0,999.0,3.0,999,999,1,3.0,6,0,1.0,264.0,132500.0,0,0,0,0,1,0,1,0,1,0,0,0
5,1950,2007,0.0,3.0,2.0,3.0,607.0,1113.0,3.0,1113,1113,1,3.0,5,1,1.0,264.0,147000.0,0,0,0,0,1,0,0,0,1,0,0,0
5,1965,1965,168.0,2.0,2.0,3.0,836.0,1073.0,2.0,1073,1073,1,2.0,6,0,2.0,515.0,156000.0,0,0,0,0,0,0,0,0,0,0,0,0
5,1971,1971,0.0,2.0,3.0,1.0,998.0,1484.0,3.0,1484,1484,2,2.0,7,1,2.0,487.0,175000.0,0,0,0,0,1,0,0,0,1,0,0,0
5,1900,1970,0.0,2.0,2.0,3.0,664.0,954.0,2.0,1766,2414,2,2.0,10,1,2.0,520.0,160000.0,0,0,0,0,1,0,0,0,1,0,0,0
4,1970,2002,0.0,2.0,3.0,1.0,515.0,630.0,2.0,630,630,1,3.0,3,0,1.0,286.0,86000.0,0,0,0,0,1,0,0,0,1,0,0,0
5,1976,1976,0.0,2.0,3.0,2.0,0.0,264.0,2.0,616,1304,1,2.0,4,1,1.0,336.0,115000.0,0,0,0,0,1,1,0,1,0,0,0,0
6,1941,1950,0.0,2.0,2.0,3.0,403.0,806.0,2.0,958,1578,1,1.0,5,2,1.0,240.0,133000.0,0,0,0,0,1,0,0,0,1,0,0,0
6,2006,2006,0.0,3.0,3.0,3.0,0.0,728.0,3.0,728,1456,2,2.0,8,0,2.0,429.0,172785.0,0,0,0,0,1,1,0,0,0,0,1,1
5,1960,1960,0.0,2.0,2.0,3.0,374.0,1269.0,2.0,1269,1269,1,2.0,6,1,1.0,308.0,155000.0,0,0,0,0,1,0,1,0,1,0,0,0
5,1938,1996,0.0,2.0,1.0,3.0,0.0,190.0,3.0,886,886,1,2.0,4,0,1.0,273.0,91300.0,0,0,0,0,1,0,0,0,1,0,0,0
4,1920,1950,0.0,2.0,2.0,3.0,495.0,720.0,2.0,720,720,1,2.0,4,0,0.0,0.0,34900.0,0,0,0,0,1,0,0,0,0,0,0,0
8,1992,1993,0.0,3.0,3.0,3.0,1231.0,3200.0,4.0,3228,3228,3,3.0,10,1,2.0,546.0,430000.0,0,0,0,0,1,1,0,0,0,0,0,0
7,1925,1950,0.0,2.0,2.0,3.0,329.0,1026.0,4.0,1133,1820,2,2.0,8,0,1.0,240.0,184000.0,0,0,0,0,1,1,1,0,1,0,0,0
5,1967,2004,89.0,2.0,2.0,3.0,450.0,864.0,4.0,899,899,1,3.0,5,0,1.0,288.0,130000.0,0,0,0,0,0,1,0,1,0,0,0,0
5,1958,1985,0.0,2.0,2.0,3.0,111.0,912.0,1.0,912,912,1,2.0,5,0,1.0,297.0,120000.0,0,0,0,0,1,0,0,1,0,0,0,0
6,1973,1973,285.0,2.0,2.0,3.0,356.0,672.0,2.0,672,1218,1,2.0,7,0,1.0,264.0,113000.0,0,0,0,0,0,0,1,0,1,0,0,0
7,2005,2005,0.0,3.0,3.0,3.0,400.0,866.0,3.0,866,1768,2,3.0,7,0,2.0,603.0,226700.0,0,0,0,0,1,1,0,0,0,0,0,0
5,1965,1965,0.0,2.0,2.0,3.0,698.0,1214.0,4.0,1214,1214,1,2.0,6,0,2.0,461.0,140000.0,0,0,0,0,1,0,1,0,1,0,0,0
7,1959,1997,0.0,2.0,2.0,3.0,1247.0,1501.0,2.0,1801,1801,2,2.0,6,2,2.0,484.0,289000.0,0,0,0,0,1,0,0,1,0,0,0,0
6,1974,1974,0.0,2.0,2.0,3.0,257.0,855.0,2.0,855,1322,2,2.0,6,1,2.0,440.0,147000.0,0,0,0,0,1,0,0,0,1,0,0,0
5,1952,1952,360.0,2.0,2.0,3.0,0.0,960.0,3.0,960,1960,2,2.0,10,0,2.0,400.0,124500.0,0,0,0,0,0,0,1,0,1,0,0,0
8,1993,1994,125.0,3.0,3.0,3.0,380.0,777.0,4.0,1065,1911,2,3.0,8,1,2.0,471.0,215000.0,0,0,0,0,0,1,0,0,0,0,0,0
6,2009,2009,0.0,3.0,3.0,3.0,27.0,1218.0,4.0,1218,1218,2,3.0,4,0,2.0,676.0,208300.0,0,0,0,0,1,1,0,1,0,0,1,1
7,1928,2005,0.0,2.0,2.0,3.0,141.0,689.0,4.0,689,1378,2,3.0,7,1,2.0,360.0,161000.0,0,0,0,0,1,0,1,0,1,0,0,0
5,1959,1959,132.0,2.0,2.0,3.0,991.0,1041.0,4.0,1041,1041,1,2.0,6,0,1.0,270.0,124500.0,0,0,0,0,0,0,0,0,0,0,0,0
5,1951,2000,70.0,3.0,2.0,3.0,650.0,1008.0,4.0,1363,1363,1,2.0,6,2,1.0,288.0,164900.0,0,0,0,0,0,0,0,0,1,0,0,0
7,2005,2006,94.0,3.0,3.0,3.0,0.0,1368.0,4.0,1368,1368,2,3.0,6,1,2.0,474.0,202665.0,0,1,0,0,0,1,0,0,0,0,1,1
5,1958,1958,0.0,2.0,2.0,3.0,521.0,864.0,2.0,864,864,1,2.0,5,0,2.0,624.0,129900.0,0,0,0,0,1,0,1,0,1,0,0,0
6,1983,1983,0.0,2.0,2.0,3.0,336.0,1084.0,2.0,1080,1080,1,2.0,5,0,2.0,484.0,134000.0,0,0,0,0,1,1,0,0,1,0,0,0
5,1926,1950,0.0,2.0,2.0,3.0,0.0,768.0,1.0,789,789,1,2.0,5,0,1.0,200.0,96500.0,0,0,0,0,1,0,1,0,1,0,0,0
10,2009,2009,305.0,4.0,4.0,3.0,1436.0,2006.0,4.0,2020,2020,2,4.0,9,1,3.0,900.0,402861.0,0,1,0,0,0,0,0,1,0,0,1,1
6,1972,1972,333.0,2.0,2.0,3.0,0.0,689.0,2.0,1378,2119,2,2.0,7,1,2.0,583.0,158000.0,0,0,0,0,0,0,0,0,0,0,0,0
7,1996,1997,921.0,3.0,3.0,3.0,0.0,1264.0,4.0,1277,2344,2,3.0,7,1,3.0,889.0,265000.0,0,0,0,0,0,1,0,0,0,0,0,0
6,1998,1998,0.0,2.0,3.0,2.0,706.0,794.0,4.0,882,1796,2,2.0,7,0,2.0,546.0,211000.0,0,0,0,0,1,1,0,0,0,0,0,0
7,1926,2004,0.0,3.0,3.0,3.0,0.0,1276.0,4.0,1276,2080,1,3.0,9,2,1.0,282.0,234000.0,0,0,0,0,1,0,1,0,1,0,0,0
4,1900,2000,0.0,2.0,5.0,4.0,0.0,0.0,2.0,694,1294,2,2.0,7,0,0.0,0.0,106250.0,0,0,0,0,1,0,0,0,0,0,0,0
6,1957,1957,0.0,2.0,2.0,3.0,777.0,1244.0,4.0,1244,1244,1,2.0,6,2,1.0,336.0,150000.0,0,0,0,0,1,0,0,0,1,0,0,0
6,1947,1950,0.0,2.0,2.0,3.0,399.0,1004.0,4.0,1004,1664,2,2.0,7,2,2.0,420.0,159000.0,0,0,0,0,1,0,1,0,1,0,0,0
10,2007,2008,762.0,4.0,4.0,0.0,2260.0,3138.0,4.0,3138,4676,3,4.0,11,1,3.0,884.0,184750.0,0,0,0,0,0,1,0,1,0,0,1,1
7,1996,1997,594.0,3.0,3.0,3.0,719.0,1379.0,4.0,1383,2398,2,3.0,8,1,3.0,834.0,315750.0,0,0,0,0,0,1,0,1,0,0,0,0
7,2005,2005,0.0,3.0,3.0,3.0,0.0,1257.0,4.0,1266,1266,2,3.0,6,1,2.0,453.0,176000.0,0,0,0,0,1,1,0,0,1,0,0,0
5,1956,2000,0.0,2.0,3.0,3.0,377.0,928.0,2.0,928,928,1,2.0,4,0,1.0,252.0,132000.0,0,0,0,0,1,0,0,0,1,0,0,0
9,2008,2008,268.0,4.0,4.0,1.0,1330.0,1452.0,4.0,1476,2713,2,4.0,11,1,3.0,858.0,446261.0,0,1,0,0,0,1,0,1,0,0,1,1
4,1920,2002,0.0,2.0,2.0,2.0,348.0,528.0,4.0,605,605,1,2.0,5,0,0.0,0.0,86000.0,0,0,0,0,1,0,0,0,0,0,0,0
6,1957,1975,0.0,3.0,2.0,3.0,1219.0,2035.0,2.0,2515,2515,3,2.0,9,2,2.0,484.0,200624.0,0,0,0,0,0,1,0,0,0,0,0,0
6,1988,1989,219.0,3.0,3.0,1.0,783.0,1461.0,4.0,1509,1509,2,3.0,5,1,2.0,600.0,175000.0,0,0,0,0,0,0,0,0,0,0,0,0
6,1920,1999,0.0,2.0,1.0,2.0,0.0,611.0,4.0,751,1362,2,2.0,6,0,2.0,502.0,128000.0,0,0,0,0,1,0,1,1,0,0,0,0
5,1955,2007,0.0,2.0,5.0,4.0,0.0,0.0,4.0,827,827,1,2.0,5,1,1.0,392.0,107500.0,0,0,0,0,1,0,1,0,1,0,0,0
1,1946,1950,0.0,1.0,5.0,4.0,0.0,0.0,1.0,334,334,1,1.0,2,0,0.0,0.0,39300.0,0,0,0,0,1,0,0,0,0,0,0,0
8,2004,2004,0.0,3.0,4.0,1.0,0.0,707.0,4.0,707,1414,2,3.0,6,1,2.0,403.0,178000.0,0,0,0,0,1,1,0,1,0,0,0,0
5,1910,1991,0.0,2.0,3.0,0.0,969.0,1117.0,2.0,820,1347,1,2.0,5,0,0.0,0.0,107500.0,0,0,0,0,1,0,0,0,0,0,0,0
7,1998,1999,0.0,2.0,3.0,1.0,0.0,880.0,4.0,880,1724,2,3.0,8,0,2.0,527.0,188000.0,0,0,0,0,1,1,0,1,0,0,0,0
4,1972,1972,0.0,2.0,2.0,3.0,600.0,864.0,2.0,864,864,1,2.0,5,0,2.0,576.0,111250.0,0,0,0,0,1,0,1,0,1,0,0,0
5,1968,1968,188.0,2.0,2.0,3.0,673.0,1051.0,2.0,1159,1159,1,2.0,7,1,1.0,336.0,158000.0,0,0,0,0,0,0,0,0,1,0,0,0
8,2001,2002,479.0,3.0,3.0,1.0,1358.0,1581.0,4.0,1601,1601,2,3.0,6,1,2.0,670.0,272000.0,0,0,0,0,0,1,0,0,0,0,0,0
9,2006,2006,584.0,4.0,4.0,1.0,1260.0,1838.0,4.0,1838,1838,2,4.0,8,1,3.0,765.0,315000.0,0,0,0,0,0,1,0,1,0,0,0,0
8,2000,2000,72.0,3.0,3.0,3.0,0.0,969.0,4.0,997,2285,2,3.0,8,1,3.0,648.0,248000.0,0,0,0,0,0,1,0,1,0,0,0,0
7,1998,1999,0.0,3.0,4.0,3.0,144.0,1650.0,4.0,1680,1680,2,3.0,7,1,2.0,583.0,213250.0,0,0,0,0,1,1,0,1,0,0,0,0
7,1998,1998,182.0,2.0,3.0,1.0,584.0,723.0,4.0,767,767,1,2.0,4,0,1.0,367.0,133000.0,0,0,0,0,0,1,0,1,0,0,0,0
7,2006,2006,0.0,3.0,3.0,1.0,554.0,654.0,4.0,664,1496,2,3.0,7,1,2.0,426.0,179665.0,0,0,0,0,1,1,0,0,0,0,1,1
7,1988,1988,178.0,3.0,3.0,3.0,1002.0,1204.0,3.0,1377,2183,2,3.0,9,0,3.0,786.0,229000.0,0,0,0,0,0,1,0,0,1,0,0,0
6,1923,1950,0.0,2.0,3.0,3.0,300.0,1065.0,4.0,915,1635,1,2.0,6,1,2.0,440.0,210000.0,0,0,0,0,1,0,1,0,1,0,0,0
5,1970,1970,0.0,2.0,3.0,1.0,619.0,768.0,4.0,768,768,1,2.0,5,0,2.0,624.0,129500.0,0,0,0,0,1,0,1,0,1,0,0,0
5,1955,1995,0.0,2.0,2.0,3.0,180.0,825.0,2.0,825,825,1,2.0,4,0,2.0,720.0,125000.0,0,0,0,0,1,0,1,0,0,0,0,0
7,2003,2004,0.0,3.0,3.0,3.0,0.0,912.0,4.0,912,2094,2,3.0,8,1,2.0,615.0,263000.0,0,0,0,0,1,1,0,1,0,0,0,0
6,1977,1977,0.0,2.0,3.0,3.0,559.0,1069.0,2.0,1069,1069,2,2.0,4,0,2.0,440.0,140000.0,0,0,0,0,1,0,0,0,0,0,0,0
5,1957,1957,0.0,2.0,2.0,3.0,308.0,928.0,3.0,928,928,1,2.0,5,0,1.0,288.0,112500.0,0,0,0,0,1,0,0,1,0,0,0,0
8,2006,2006,250.0,3.0,4.0,1.0,0.0,1709.0,4.0,1717,1717,2,3.0,7,1,3.0,908.0,255500.0,0,1,0,0,0,1,0,0,0,0,0,0
4,1949,2003,0.0,2.0,5.0,4.0,0.0,0.0,4.0,1126,1126,2,3.0,5,0,2.0,520.0,108000.0,0,0,0,0,1,0,1,1,0,0,0,0
7,2003,2004,292.0,3.0,3.0,3.0,866.0,998.0,4.0,1006,2046,2,3.0,8,1,3.0,871.0,284000.0,0,1,0,0,0,1,0,0,0,0,0,0
5,1922,1950,0.0,2.0,2.0,3.0,0.0,993.0,2.0,1048,1048,1,2.0,5,1,1.0,280.0,113000.0,0,0,0,0,1,0,1,0,1,0,0,0
5,1957,1957,0.0,2.0,2.0,3.0,895.0,1092.0,2.0,1092,1092,1,2.0,6,1,1.0,299.0,141000.0,0,0,0,0,1,0,0,1,0,0,0,0
4,1920,1950,0.0,2.0,2.0,3.0,637.0,637.0,3.0,897,1336,1,2.0,7,0,1.0,570.0,108000.0,0,0,0,0,1,0,0,0,1,0,0,0
7,1996,1997,0.0,2.0,3.0,0.0,604.0,729.0,4.0,729,1446,2,2.0,6,1,2.0,406.0,175000.0,0,0,0,0,1,1,0,0,1,0,0,0
7,2003,2004,18.0,3.0,3.0,0.0,0.0,1374.0,4.0,1557,1557,2,3.0,7,1,2.0,420.0,234000.0,0,0,0,0,0,1,0,1,0,0,0,0
5,1957,1996,180.0,2.0,3.0,3.0,1302.0,1392.0,2.0,1392,1392,1,2.0,5,1,2.0,528.0,121500.0,0,0,0,0,0,0,1,0,1,0,0,0
5,1974,1975,0.0,2.0,3.0,1.0,1071.0,1389.0,3.0,1389,1389,1,2.0,6,1,2.0,418.0,170000.0,0,0,0,0,1,0,0,0,0,0,0,0
5,1940,1969,0.0,2.0,2.0,3.0,290.0,996.0,4.0,996,996,1,2.0,6,1,0.0,0.0,108000.0,0,0,0,0,1,0,0,0,0,0,0,0
6,1918,1950,0.0,2.0,3.0,2.0,0.0,1163.0,4.0,1163,1674,2,2.0,8,1,2.0,396.0,185000.0,0,0,0,0,1,0,1,1,0,0,0,0
7,1992,2000,0.0,3.0,3.0,3.0,728.0,1095.0,4.0,1166,2295,2,3.0,9,1,2.0,590.0,268000.0,0,0,0,0,1,1,0,0,0,0,0,0
6,1915,1950,0.0,2.0,3.0,3.0,0.0,806.0,2.0,841,1647,1,1.0,6,0,1.0,216.0,128000.0,0,0,0,0,1,1,1,0,1,0,0,0
9,2005,2007,245.0,3.0,3.0,3.0,0.0,1122.0,4.0,1134,2504,2,4.0,11,1,3.0,656.0,325000.0,0,0,0,0,0,1,0,1,0,0,0,0
7,2004,2004,168.0,3.0,3.0,3.0,2.0,1517.0,4.0,1535,1535,2,3.0,7,0,2.0,532.0,214000.0,0,1,0,0,0,1,0,0,0,0,0,0
8,1983,2009,0.0,3.0,3.0,0.0,1441.0,1496.0,4.0,1496,2132,1,3.0,5,1,2.0,612.0,316600.0,0,0,0,0,1,0,0,1,0,0,0,0
5,1979,1979,0.0,2.0,3.0,0.0,943.0,943.0,2.0,943,943,1,2.0,4,2,2.0,600.0,135960.0,0,0,0,0,1,0,1,0,1,0,0,0
5,1965,1965,108.0,2.0,2.0,3.0,231.0,1728.0,2.0,1728,1728,2,2.0,10,0,2.0,576.0,142600.0,0,0,0,0,0,0,1,0,1,0,0,0
6,1959,1959,207.0,2.0,2.0,3.0,414.0,864.0,4.0,864,864,1,3.0,4,0,1.0,288.0,120000.0,0,0,0,0,0,0,0,0,1,0,0,0
7,2009,2009,0.0,2.0,4.0,1.0,0.0,846.0,3.0,846,1692,2,3.0,6,0,2.0,650.0,224500.0,0,0,0,0,1,1,0,0,0,0,1,1
7,2000,2000,0.0,2.0,3.0,3.0,0.0,384.0,4.0,774,1430,2,2.0,8,1,2.0,400.0,170000.0,0,0,0,0,1,1,0,0,0,0,0,0
5,1971,2005,82.0,2.0,2.0,1.0,349.0,372.0,2.0,576,1109,1,2.0,5,0,1.0,288.0,139000.0,0,0,0,0,0,0,0,0,1,0,0,0
5,1947,1950,0.0,2.0,2.0,3.0,442.0,832.0,2.0,832,1216,1,2.0,6,0,1.0,336.0,118500.0,0,0,0,0,1,0,1,0,1,0,0,0
7,1928,1950,0.0,2.0,2.0,3.0,0.0,861.0,3.0,877,1477,2,2.0,6,1,1.0,216.0,145000.0,0,0,0,0,1,0,1,0,1,0,0,0
5,1966,1966,97.0,2.0,2.0,1.0,328.0,1164.0,4.0,1320,1320,1,2.0,6,2,2.0,564.0,164500.0,0,0,0,0,0,0,0,0,0,0,0,0
7,2007,2007,0.0,3.0,3.0,3.0,0.0,689.0,4.0,703,1392,2,3.0,5,0,2.0,540.0,146000.0,0,0,0,0,1,1,1,0,1,0,0,0
5,1954,1954,335.0,2.0,2.0,3.0,0.0,1050.0,4.0,1050,1795,2,2.0,7,0,1.0,352.0,131500.0,0,0,0,0,0,0,0,0,1,0,0,0
6,1960,1987,85.0,2.0,2.0,3.0,594.0,1144.0,4.0,1429,1429,1,3.0,7,2,2.0,572.0,181900.0,0,0,0,0,0,0,0,0,1,0,0,0
8,2008,2009,306.0,4.0,4.0,3.0,0.0,2042.0,4.0,2042,2042,2,4.0,8,1,3.0,1390.0,253293.0,0,1,0,0,0,1,0,0,0,0,1,1
6,1990,1990,104.0,2.0,3.0,1.0,816.0,816.0,2.0,816,816,1,2.0,5,0,0.0,0.0,118500.0,0,0,0,0,0,0,0,0,0,0,0,0
10,1893,2000,0.0,4.0,2.0,3.0,0.0,1237.0,3.0,1521,2775,3,3.0,9,1,2.0,880.0,325000.0,0,0,0,0,1,0,1,0,1,0,0,0
4,1935,1995,0.0,2.0,2.0,3.0,0.0,884.0,4.0,989,1573,1,3.0,6,0,1.0,240.0,133000.0,0,0,0,0,1,0,1,0,1,0,0,0
8,2005,2006,208.0,3.0,4.0,0.0,1460.0,1868.0,4.0,2028,2028,2,3.0,7,2,3.0,880.0,369900.0,0,0,0,0,0,1,0,0,0,0,1,1
6,1918,2000,0.0,2.0,2.0,2.0,210.0,816.0,4.0,838,838,1,1.0,5,0,1.0,275.0,130000.0,0,0,0,0,1,0,1,1,0,0,0,0
5,1982,1982,0.0,2.0,2.0,1.0,672.0,840.0,2.0,860,860,1,2.0,4,0,2.0,528.0,137000.0,0,0,0,0,1,0,1,0,1,0,0,0
5,1968,2003,0.0,2.0,2.0,0.0,1324.0,1437.0,4.0,1473,1473,1,4.0,5,2,1.0,452.0,143000.0,0,0,0,0,1,0,0,0,1,0,0,1
5,1930,1960,0.0,2.0,2.0,3.0,0.0,742.0,2.0,779,935,1,2.0,4,0,1.0,308.0,79500.0,0,0,0,0,1,0,1,0,1,0,0,0
7,2004,2004,0.0,3.0,3.0,3.0,490.0,770.0,4.0,770,1582,2,3.0,6,0,2.0,520.0,185900.0,0,0,0,0,1,1,0,0,0,0,0,0
10,2008,2008,420.0,4.0,4.0,0.0,1338.0,1722.0,4.0,1728,2296,2,4.0,10,1,3.0,842.0,451950.0,0,1,0,0,0,1,0,0,0,0,0,0
5,1982,2003,0.0,2.0,2.0,3.0,816.0,816.0,4.0,816,816,1,2.0,4,0,2.0,816.0,138000.0,0,0,0,0,1,1,1,1,0,0,0,0
6,2003,2003,170.0,3.0,3.0,1.0,685.0,848.0,4.0,848,848,1,3.0,4,0,2.0,420.0,140000.0,0,0,0,0,0,1,0,1,0,0,0,0
5,1975,1975,0.0,2.0,3.0,3.0,0.0,924.0,2.0,924,924,1,2.0,5,0,1.0,280.0,110000.0,0,0,0,0,1,0,1,0,1,0,0,0
8,2005,2006,238.0,3.0,3.0,0.0,1422.0,1814.0,4.0,1826,1826,2,3.0,7,1,3.0,758.0,319000.0,0,0,0,0,0,1,0,1,0,0,1,1
6,1910,1993,0.0,2.0,2.0,3.0,0.0,684.0,4.0,684,1368,1,2.0,7,0,1.0,216.0,114504.0,0,0,0,0,1,0,1,0,1,0,0,0
7,2006,2007,72.0,3.0,4.0,1.0,0.0,1258.0,4.0,1402,1402,0,3.0,7,1,3.0,648.0,194201.0,0,0,0,0,0,1,0,1,0,0,1,1
5,1977,1977,459.0,2.0,3.0,2.0,1283.0,1430.0,4.0,1647,1647,2,3.0,7,1,2.0,621.0,217500.0,0,0,0,0,0,0,0,1,0,0,0,0
6,1980,1980,0.0,2.0,3.0,3.0,81.0,716.0,2.0,716,1556,2,2.0,6,1,2.0,452.0,151000.0,0,0,0,0,1,0,0,1,0,0,0,0
8,2005,2005,280.0,3.0,3.0,1.0,546.0,1058.0,4.0,1058,1904,2,4.0,8,1,2.0,736.0,275000.0,0,1,0,0,0,1,0,1,0,0,0,0
6,1937,1950,0.0,2.0,2.0,3.0,0.0,780.0,2.0,780,1375,1,3.0,6,1,1.0,544.0,141000.0,0,0,0,0,1,1,1,0,1,0,0,0
8,1992,1992,0.0,3.0,3.0,2.0,789.0,908.0,4.0,927,1915,2,3.0,8,1,2.0,506.0,220000.0,0,0,0,0,1,1,0,1,0,0,0,0
7,2004,2005,0.0,3.0,3.0,3.0,0.0,600.0,4.0,600,1200,2,3.0,4,0,2.0,480.0,151000.0,0,0,0,0,1,1,1,0,0,0,0,0
7,2002,2002,99.0,3.0,3.0,2.0,922.0,1494.0,4.0,1494,1494,2,3.0,6,1,2.0,530.0,221000.0,0,0,0,0,0,1,0,0,0,0,0,0
7,1965,1990,176.0,2.0,2.0,3.0,454.0,768.0,2.0,1186,1986,2,2.0,7,3,2.0,486.0,205000.0,0,0,0,0,0,0,0,0,1,0,0,0
5,1996,1996,0.0,2.0,3.0,3.0,732.0,1040.0,3.0,1040,1040,1,3.0,6,0,2.0,576.0,152000.0,0,0,0,0,1,1,1,0,1,0,0,0
5,1948,2002,0.0,2.0,2.0,3.0,603.0,896.0,4.0,1112,2008,3,4.0,8,0,1.0,230.0,225000.0,0,0,0,0,1,0,0,0,1,0,0,0
8,1934,1998,0.0,2.0,3.0,2.0,428.0,965.0,2.0,1940,3194,2,2.0,10,2,2.0,380.0,359100.0,0,0,0,0,1,1,0,0,1,0,0,0
4,1961,1961,192.0,2.0,2.0,2.0,903.0,1029.0,3.0,1029,1029,1,2.0,5,0,1.0,261.0,118500.0,0,0,0,0,0,0,0,0,1,0,0,0
9,2000,2000,204.0,3.0,4.0,2.0,904.0,1440.0,4.0,1476,2153,2,4.0,8,2,3.0,736.0,313000.0,0,0,0,0,0,1,0,1,0,0,0,0
6,1978,1978,233.0,2.0,3.0,1.0,605.0,1032.0,2.0,1032,1032,2,2.0,6,1,2.0,564.0,148000.0,0,0,0,0,0,0,0,0,1,0,0,0
8,2001,2001,108.0,3.0,3.0,1.0,990.0,1299.0,4.0,1299,1872,2,4.0,7,1,2.0,531.0,261500.0,0,0,0,0,0,1,0,0,0,0,0,0
