MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HasShed
20,RL,80.0,9600,Reg,Inside,0.0,NAmes,Norm,1Fam,1Story,5,6,1960,1960,Gable,MetalSd,MetalSd,BrkFace,203.0,1.0,1.0,CBlock,2.0,2.0,3.0,3.0,658.0,0.0,638.0,1296.0,2.0,1,SBrkr,1496,0,0,1496,0.0,0.0,2,0,3,1,3.0,6,0,5.0,Attchd,1960.0,RFn,2.0,450.0,2.0,2.0,1,0,22,0,0,0,0,MnPrv,0,2,2008,WD,Normal,,0
20,RL,80.0,9600,Reg,Inside,0.0,NAmes,Norm,1Fam,1Story,5,8,1950,2006,Gable,HdBoard,HdBoard,None,0.0,2.0,3.0,CBlock,2.0,2.0,3.0,2.0,32.0,308.0,232.0,572.0,3.0,1,SBrkr,1337,0,0,1337,1.0,0.0,1,0,3,1,3.0,7,1,3.0,Attchd,1950.0,RFn,1.0,264.0,2.0,2.0,1,0,192,0,0,0,0,NaN,0,9,2008,WD,Normal,,0
20,RL,63.0,7584,Reg,Inside,0.0,NAmes,Artery,1Fam,1Story,5,5,1953,1953,Hip,Wd Sdng,Wd Sdng,BrkFace,88.0,2.0,2.0,CBlock,2.0,2.0,3.0,4.0,531.0,0.0,505.0,1036.0,4.0,1,SBrkr,1036,0,0,1036,0.0,0.0,1,0,3,1,2.0,5,0,5.0,Attchd,1953.0,RFn,1.0,312.0,2.0,2.0,1,120,24,0,0,0,0,MnPrv,0,6,2008,WD,Normal,,0
60,RL,90.0,14670,Reg,Inside,0.0,NAmes,Norm,1Fam,2Story,6,7,1966,1999,Gable,VinylSd,VinylSd,BrkFace,410.0,3.0,3.0,CBlock,2.0,2.0,3.0,2.0,575.0,0.0,529.0,1104.0,4.0,1,SBrkr,1104,884,0,1988,0.0,0.0,2,1,4,1,3.0,9,1,3.0,Attchd,1966.0,RFn,2.0,480.0,2.0,2.0,1,0,230,0,0,0,0,MnPrv,0,8,2008,WD,Normal,,0
20,RL,74.0,8856,Reg,Inside,0.0,NAmes,Norm,1Fam,1Story,5,4,1957,1957,Gable,Wd Sdng,Wd Sdng,BrkFace,143.0,2.0,2.0,CBlock,2.0,2.0,3.0,1.0,621.0,52.0,503.0,1176.0,2.0,1,SBrkr,1176,0,0,1176,1.0,0.0,1,0,3,1,2.0,6,2,3.0,Attchd,1957.0,RFn,1.0,292.0,2.0,2.0,1,0,88,0,0,95,0,NaN,0,5,2008,WD,Normal,,0
20,RL,82.0,9840,Reg,Inside,0.0,NAmes,Norm,1Fam,1Story,5,7,1959,1998,Gable,HdBoard,HdBoard,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,1.0,1053.0,0.0,195.0,1248.0,2.0,1,SBrkr,1440,0,0,1440,1.0,0.0,2,0,2,1,3.0,7,0,5.0,Attchd,1959.0,RFn,1.0,480.0,2.0,2.0,1,150,0,0,0,256,0,NaN,0,6,2008,WD,Normal,,0
20,RL,90.0,13200,IR1,Inside,0.0,NAmes,Feedr,1Fam,1Story,6,6,1958,1958,Gable,Wd Sdng,Wd Sdng,BrkFace,187.0,2.0,2.0,CBlock,2.0,2.0,3.0,4.0,958.0,0.0,437.0,1395.0,4.0,1,SBrkr,1570,0,0,1570,1.0,0.0,1,0,3,1,2.0,5,1,2.0,Attchd,1958.0,RFn,2.0,441.0,2.0,2.0,1,490,0,0,0,0,0,NaN,0,5,2008,WD,Normal,,0
20,RL,75.0,10425,Reg,Inside,0.0,NAmes,Norm,1Fam,1Story,5,5,1956,1958,Gable,MetalSd,MetalSd,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,3.0,774.0,0.0,330.0,1104.0,3.0,1,SBrkr,1104,0,0,1104,1.0,0.0,1,0,3,1,2.0,5,0,5.0,Attchd,1956.0,RFn,1.0,384.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,4,2008,WD,Normal,,0
20,RL,60.0,11556,Reg,Inside,0.0,NAmes,Norm,1Fam,1Story,5,6,1952,1952,Gable,MetalSd,MetalSd,Stone,52.0,2.0,2.0,CBlock,2.0,2.0,3.0,3.0,148.0,0.0,572.0,720.0,4.0,1,FuseA,882,0,0,882,1.0,0.0,1,0,2,1,3.0,4,0,5.0,Attchd,1952.0,Unf,1.0,240.0,2.0,2.0,1,0,0,0,0,0,0,MnPrv,0,5,2008,WD,Normal,,0
20,RL,102.0,9373,IR1,Corner,0.0,NAmes,Norm,1Fam,1Story,5,6,1953,1953,Gable,MetalSd,MetalSd,BrkFace,84.0,2.0,2.0,CBlock,2.0,2.0,3.0,3.0,500.0,196.0,456.0,1152.0,2.0,1,SBrkr,1152,0,0,1152,0.0,0.0,1,1,3,1,2.0,6,0,5.0,Detchd,1971.0,Unf,2.0,636.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,5,2008,WD,Normal,,0
20,RL,0.0,12774,Reg,Inside,2.0,NAmes,Norm,1Fam,1Story,5,5,1953,1953,Hip,MetalSd,MetalSd,None,0.0,2.0,2.0,PConc,2.0,2.0,3.0,2.0,624.0,128.0,232.0,984.0,2.0,0,SBrkr,950,0,0,950,0.0,0.0,1,0,2,1,2.0,5,0,5.0,Detchd,1953.0,Unf,2.0,400.0,2.0,2.0,1,0,32,0,0,0,0,GdWo,0,7,2008,WD,Normal,,0
20,RL,95.0,14250,Reg,Inside,0.0,NAmes,Norm,1Fam,1Story,6,5,1957,1957,Gable,Plywood,Plywood,BrkFace,360.0,2.0,2.0,CBlock,2.0,2.0,3.0,5.0,0.0,0.0,998.0,998.0,2.0,1,SBrkr,1790,0,0,1790,0.0,0.0,2,0,3,1,2.0,6,2,3.0,Attchd,1957.0,Fin,2.0,540.0,2.0,2.0,1,0,40,0,0,0,0,NaN,1500,9,2008,WD,Normal,,1
20,RL,71.0,8838,Reg,Inside,0.0,NAmes,Norm,1Fam,1Story,5,3,1957,1982,Gable,MetalSd,MetalSd,None,0.0,2.0,2.0,BrkTil,5.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,3.0,1,SBrkr,1764,0,0,1764,0.0,0.0,2,1,4,1,2.0,7,1,2.0,Attchd,1957.0,Fin,1.0,301.0,2.0,2.0,1,0,72,0,0,0,0,NaN,0,10,2008,WD,Normal,,0
90,RL,76.0,12436,Reg,Inside,0.0,NAmes,Norm,Duplex,1Story,5,5,1957,1957,Gable,Wd Sdng,Wd Sdng,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,5.0,0.0,0.0,1824.0,1824.0,1.0,1,FuseA,1824,0,0,1824,0.0,0.0,2,0,5,2,2.0,9,0,5.0,Detchd,1958.0,Unf,2.0,484.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,1,2008,WD,Normal,,0
20,RL,60.0,10122,Reg,Inside,0.0,OldTown,Norm,1Fam,1Story,4,6,1948,1950,Gable,MetalSd,MetalSd,None,0.0,2.0,2.0,Slab,5.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,0,SBrkr,869,0,0,869,0.0,0.0,1,0,1,1,2.0,3,0,5.0,Detchd,1948.0,Unf,1.0,390.0,1.0,2.0,0,0,0,66,0,0,0,GdPrv,0,8,2008,WD,Normal,,0
50,RL,45.0,7506,Reg,Corner,0.0,OldTown,Norm,1Fam,1.5Fin,5,8,1925,1950,Gable,VinylSd,VinylSd,None,0.0,2.0,3.0,PConc,2.0,2.0,3.0,5.0,0.0,0.0,747.0,747.0,2.0,1,SBrkr,747,412,0,1159,0.0,0.0,1,0,3,1,2.0,5,0,5.0,Detchd,1932.0,Unf,1.0,288.0,1.0,2.0,0,84,0,96,0,0,0,NaN,0,5,2008,WD,Normal,,0
30,RL,60.0,5400,Reg,Corner,0.0,OldTown,Norm,1Fam,1Story,4,7,1940,2005,Gambrel,VinylSd,VinylSd,None,0.0,3.0,2.0,PConc,2.0,2.0,3.0,5.0,0.0,0.0,672.0,672.0,3.0,1,SBrkr,672,0,0,672,0.0,0.0,1,0,2,1,2.0,4,0,5.0,Detchd,1997.0,Unf,1.0,308.0,2.0,2.0,0,88,108,0,0,0,0,NaN,0,7,2008,WD,Normal,,0
50,RL,60.0,10836,Reg,Inside,0.0,OldTown,Norm,1Fam,1.5Fin,5,5,1922,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,2.0,2.0,BrkTil,2.0,2.0,3.0,5.0,0.0,0.0,892.0,892.0,4.0,1,SBrkr,1254,182,0,1436,0.0,1.0,1,0,3,1,2.0,7,1,3.0,Detchd,1968.0,Unf,4.0,1488.0,1.0,2.0,0,0,0,100,0,0,0,GdWo,0,6,2008,WD,Normal,,0
20,RL,78.0,10180,IR1,Corner,0.0,NAmes,Feedr,1Fam,1Story,5,6,1968,1968,Gable,HdBoard,Plywood,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,3.0,744.0,0.0,168.0,912.0,2.0,1,SBrkr,1044,0,0,1044,0.0,1.0,1,1,3,1,2.0,5,1,1.0,Attchd,1990.0,Fin,2.0,372.0,2.0,2.0,1,200,48,0,0,0,0,GdWo,450,6,2008,WD,Normal,,1
20,RL,76.0,11355,IR1,Corner,0.0,NAmes,Norm,1Fam,1Story,7,7,1958,2001,Gable,HdBoard,HdBoard,BrkFace,125.0,2.0,2.0,CBlock,2.0,2.0,3.0,2.0,637.0,0.0,675.0,1312.0,4.0,1,SBrkr,1312,0,0,1312,0.0,0.0,1,1,3,1,2.0,6,1,3.0,Attchd,1958.0,RFn,2.0,495.0,2.0,2.0,1,0,304,144,0,0,0,MnPrv,6500,4,2008,WD,Normal,,0
20,RL,0.0,12929,IR1,Inside,0.0,NAmes,Norm,1Fam,1Story,6,6,1960,1993,Gable,Wd Sdng,Wd Sdng,BrkFace,276.0,2.0,2.0,CBlock,2.0,2.0,0.0,0.0,697.0,0.0,384.0,1081.0,2.0,1,SBrkr,1081,0,0,1081,1.0,0.0,1,0,3,1,2.0,5,0,5.0,CarPort,1960.0,Unf,1.0,401.0,2.0,2.0,1,36,82,0,0,0,0,NaN,0,6,2008,WD,Normal,,0
20,RL,60.0,7200,Reg,Inside,0.0,NAmes,Norm,1Fam,1Story,5,7,1951,1951,Gable,MetalSd,MetalSd,None,0.0,2.0,2.0,CBlock,1.0,2.0,3.0,4.0,432.0,0.0,444.0,876.0,2.0,1,SBrkr,876,0,0,876,0.0,0.0,1,0,2,1,2.0,5,1,2.0,Detchd,1972.0,Unf,2.0,576.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,2,2008,WD,Abnorml,,0
20,RL,80.0,8000,Reg,Inside,0.0,NAmes,Norm,1Fam,1Story,5,6,1959,1959,Gable,BrkFace,Wd Sdng,None,0.0,2.0,2.0,PConc,2.0,2.0,3.0,2.0,476.0,488.0,292.0,1256.0,3.0,1,FuseA,1256,0,0,1256,1.0,0.0,1,1,3,1,3.0,6,0,5.0,Attchd,1959.0,RFn,1.0,311.0,2.0,2.0,1,0,240,0,0,0,0,NaN,0,5,2008,WD,Normal,,0
20,RL,80.0,8000,Reg,Inside,0.0,NAmes,Norm,1Fam,1Story,5,5,1962,1962,Gable,BrkFace,MetalSd,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,2.0,520.0,319.0,188.0,1027.0,2.0,1,SBrkr,1027,0,0,1027,0.0,1.0,1,0,3,1,2.0,6,0,5.0,Attchd,1962.0,Unf,1.0,299.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,11,2008,WD,Normal,,0
50,RL,60.0,8064,Reg,Inside,0.0,NAmes,Artery,1Fam,1.5Fin,6,6,1948,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,1.0,315.0,0.0,453.0,768.0,4.0,1,SBrkr,819,501,0,1320,0.0,0.0,2,0,3,1,2.0,5,0,5.0,Detchd,1994.0,Unf,2.0,576.0,2.0,2.0,1,108,0,0,0,0,0,GdWo,0,9,2008,WD,Normal,,0
45,RL,64.0,6390,Reg,Corner,0.0,NAmes,Feedr,1Fam,1.5Unf,6,7,1954,1954,Gable,MetalSd,MetalSd,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,5.0,0.0,0.0,936.0,936.0,2.0,1,FuseA,984,0,0,984,1.0,0.0,1,0,2,1,2.0,4,0,5.0,Detchd,1954.0,Unf,1.0,280.0,2.0,2.0,1,0,0,0,0,0,0,GdWo,0,6,2008,WD,Normal,,0
50,RL,60.0,7200,Reg,Inside,0.0,NAmes,Norm,1Fam,1.5Fin,6,5,1954,1954,Gable,MetalSd,MetalSd,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,3.0,673.0,0.0,181.0,854.0,1.0,1,FuseA,854,424,0,1278,0.0,0.0,1,0,4,1,2.0,6,0,5.0,Attchd,1954.0,Unf,1.0,240.0,2.0,2.0,1,0,0,0,0,0,0,MnWw,0,4,2008,WD,Normal,,0
90,RL,113.0,8513,Reg,Corner,0.0,NAmes,Artery,Duplex,1Story,5,5,1961,1961,Gable,BrkFace,Wd Sdng,None,0.0,2.0,2.0,CBlock,2.0,2.0,1.0,5.0,0.0,0.0,1800.0,1800.0,2.0,0,SBrkr,1800,0,0,1800,0.0,0.0,2,0,6,2,2.0,10,0,5.0,NaN,0.0,NaN,0.0,0.0,5.0,5.0,0,0,0,0,0,0,0,NaN,0,11,2008,WD,Abnorml,,0
50,RL,60.0,7200,Reg,Inside,0.0,NAmes,Norm,1Fam,1.5Fin,5,6,1955,1967,Gable,MetalSd,MetalSd,None,0.0,2.0,3.0,CBlock,2.0,2.0,2.0,0.0,370.0,0.0,398.0,768.0,3.0,1,SBrkr,1024,564,0,1588,0.0,0.0,1,1,3,1,2.0,6,0,5.0,Detchd,1955.0,Unf,2.0,480.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,3,2008,WD,Normal,,0
20,RL,60.0,7200,Reg,Inside,0.0,NAmes,Norm,1Fam,1Story,5,7,1954,1954,Gable,MetalSd,MetalSd,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,5.0,0.0,0.0,825.0,825.0,2.0,1,FuseA,825,0,0,825,0.0,1.0,1,0,2,1,2.0,4,0,5.0,Attchd,1954.0,Unf,1.0,350.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,7,2008,WD,Normal,,0
20,RL,69.0,7590,Reg,Inside,0.0,NAmes,PosN,1Fam,1Story,5,5,1963,1963,Gable,Wd Sdng,Wd Sdng,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,5.0,0.0,0.0,1117.0,1117.0,4.0,1,SBrkr,1117,0,0,1117,0.0,0.0,1,0,3,1,2.0,6,0,5.0,Attchd,1963.0,Unf,1.0,264.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,5,2008,COD,Normal,,0
20,RM,56.0,9836,Reg,Inside,0.0,OldTown,Artery,1Fam,1Story,6,5,2008,2008,Gable,VinylSd,VinylSd,None,0.0,2.0,2.0,PConc,2.0,2.0,3.0,0.0,96.0,0.0,96.0,192.0,3.0,0,SBrkr,1133,0,0,1133,1.0,0.0,1,0,3,1,2.0,7,0,5.0,Detchd,2008.0,Unf,1.0,308.0,2.0,2.0,1,0,175,0,0,0,0,NaN,0,12,2008,WD,Abnorml,,0
50,RM,57.0,9184,Reg,Inside,0.0,OldTown,Artery,1Fam,1.5Fin,5,7,1948,2005,Gable,WdShing,Wd Shng,None,0.0,2.0,2.0,BrkTil,2.0,2.0,3.0,5.0,0.0,0.0,780.0,780.0,4.0,1,SBrkr,948,375,0,1323,0.0,0.0,1,0,3,1,2.0,6,0,5.0,Detchd,1948.0,Unf,2.0,400.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,7,2008,WD,Normal,,0
70,RM,80.0,4800,Reg,Inside,0.0,OldTown,Norm,1Fam,2Story,5,5,1910,2003,Gable,AsbShng,AsbShng,None,0.0,2.0,2.0,BrkTil,2.0,1.0,3.0,5.0,0.0,0.0,680.0,680.0,1.0,0,SBrkr,680,680,0,1360,0.0,0.0,1,0,2,1,2.0,6,0,5.0,Attchd,1910.0,Unf,1.0,330.0,1.0,2.0,1,192,50,0,0,0,0,NaN,0,1,2008,WD,Normal,,0
30,RM,60.0,4800,Reg,Corner,0.0,OldTown,Norm,1Fam,1Story,5,4,1940,1950,Gable,MetalSd,MetalSd,None,0.0,2.0,2.0,CBlock,1.0,2.0,3.0,5.0,0.0,0.0,672.0,672.0,2.0,1,SBrkr,672,0,0,672,0.0,0.0,1,0,2,1,2.0,4,0,5.0,Detchd,1950.0,Unf,1.0,256.0,2.0,2.0,1,0,0,0,0,0,0,MnPrv,0,8,2008,WD,Normal,,0
75,RM,60.0,6000,Reg,Inside,0.0,OldTown,Norm,1Fam,2.5Unf,6,7,1915,2005,Gable,Wd Sdng,Wd Sdng,None,0.0,3.0,2.0,BrkTil,2.0,2.0,3.0,5.0,0.0,0.0,728.0,728.0,3.0,1,SBrkr,728,728,0,1456,0.0,0.0,1,1,4,1,3.0,7,0,5.0,Detchd,1915.0,Unf,1.0,308.0,1.0,1.0,0,0,0,248,0,0,0,NaN,0,6,2008,WD,Normal,,0
190,RM,63.0,11426,Reg,Inside,0.0,OldTown,Norm,2fmCon,1.5Fin,4,6,1910,1996,Gable,Wd Sdng,Wd Sdng,None,0.0,2.0,2.0,Stone,2.0,2.0,3.0,5.0,0.0,0.0,828.0,828.0,3.0,1,FuseA,828,658,108,1594,0.0,0.0,2,0,3,2,2.0,9,0,5.0,NaN,0.0,NaN,0.0,0.0,5.0,5.0,0,0,172,109,0,0,0,NaN,0,6,2008,WD,Normal,,0
50,RM,63.0,7628,Reg,Inside,0.0,OldTown,Norm,1Fam,1.5Fin,4,6,1940,1985,Gable,MetalSd,MetalSd,None,0.0,2.0,3.0,BrkTil,2.0,2.0,3.0,5.0,0.0,0.0,801.0,801.0,3.0,1,FuseA,1095,561,0,1656,0.0,0.0,2,0,2,1,2.0,8,0,5.0,Detchd,1958.0,Unf,2.0,440.0,2.0,2.0,1,187,0,0,0,0,0,NaN,0,5,2008,WD,Normal,,0
50,RM,81.0,7308,Reg,Corner,0.0,OldTown,Artery,1Fam,1.5Fin,5,5,1920,1950,Gable,WdShing,Wd Shng,None,0.0,1.0,1.0,BrkTil,2.0,2.0,3.0,3.0,360.0,0.0,576.0,936.0,3.0,0,FuseA,960,780,0,1740,0.0,0.0,1,0,2,1,4.0,6,1,3.0,Detchd,1920.0,Unf,1.0,225.0,1.0,1.0,0,0,0,236,0,0,0,NaN,0,6,2008,WD,Normal,,0
30,RM,60.0,5400,Reg,Inside,0.0,OldTown,Norm,1Fam,1Story,7,6,1920,2006,Gable,Stucco,Stucco,None,0.0,3.0,2.0,CBlock,2.0,2.0,3.0,5.0,0.0,0.0,931.0,931.0,2.0,1,SBrkr,1027,0,0,1027,0.0,1.0,1,0,2,1,3.0,5,1,2.0,NaN,0.0,NaN,0.0,0.0,5.0,5.0,0,0,28,0,0,0,0,NaN,0,2,2008,WD,Normal,,0
190,RM,60.0,10800,Reg,Inside,0.0,OldTown,Norm,2fmCon,1.5Fin,6,6,1940,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,2.0,590.0,0.0,294.0,884.0,2.0,1,SBrkr,884,552,0,1436,0.0,0.0,2,0,3,2,2.0,8,2,3.0,Detchd,1940.0,Unf,2.0,828.0,2.0,2.0,1,0,0,126,0,0,0,NaN,0,5,2008,Con,Normal,,0
30,RM,60.0,6756,Reg,Inside,0.0,OldTown,Norm,1Fam,1Story,5,6,1910,1950,Mansard,MetalSd,MetalSd,None,0.0,2.0,2.0,BrkTil,2.0,3.0,3.0,5.0,0.0,0.0,481.0,481.0,2.0,0,FuseA,899,0,0,899,0.0,0.0,1,0,2,1,2.0,5,0,5.0,Detchd,1930.0,Unf,1.0,200.0,1.0,2.0,0,0,0,96,0,0,0,NaN,0,9,2008,WD,Normal,,0
50,RM,44.0,5914,Reg,Inside,0.0,OldTown,Norm,1Fam,1.5Fin,5,9,1890,1996,Gable,Wd Sdng,HdBoard,None,0.0,2.0,2.0,BrkTil,1.0,2.0,3.0,5.0,0.0,0.0,684.0,684.0,3.0,1,SBrkr,684,396,0,1080,0.0,0.0,1,0,3,1,3.0,5,0,5.0,NaN,0.0,NaN,0.0,0.0,5.0,5.0,0,0,165,30,0,0,0,NaN,0,9,2008,WD,Normal,,0
50,RM,75.0,9000,Reg,Corner,0.0,OldTown,Norm,1Fam,1.5Fin,5,6,1946,1950,Gable,MetalSd,MetalSd,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,3.0,445.0,0.0,459.0,904.0,4.0,1,FuseA,904,595,0,1499,0.0,0.0,1,0,3,1,2.0,5,1,0.0,Detchd,1959.0,Unf,3.0,869.0,2.0,3.0,1,0,20,0,0,0,0,NaN,0,6,2008,WD,Normal,,0
20,RM,62.0,7311,Reg,Corner,0.0,OldTown,Norm,1Fam,1Story,2,5,1946,1950,Gable,VinylSd,VinylSd,None,0.0,2.0,3.0,BrkTil,2.0,2.0,3.0,5.0,0.0,0.0,407.0,407.0,2.0,0,FuseA,407,0,0,407,0.0,0.0,1,0,1,1,2.0,3,0,5.0,Detchd,1949.0,Unf,1.0,297.0,1.0,2.0,1,76,0,120,0,0,0,NaN,0,3,2008,WD,Abnorml,,0
20,RM,103.0,12205,Reg,Inside,0.0,OldTown,Norm,1Fam,1Story,3,1,1949,1992,Gable,MetalSd,MetalSd,None,0.0,2.0,2.0,BrkTil,1.0,1.0,3.0,5.0,0.0,0.0,448.0,448.0,3.0,1,SBrkr,1588,0,0,1588,0.0,0.0,2,0,5,1,2.0,6,0,5.0,NaN,0.0,NaN,0.0,0.0,5.0,5.0,0,0,0,0,0,0,0,MnPrv,0,12,2008,WD,Abnorml,,0
190,RM,69.0,9142,Reg,Inside,0.0,OldTown,Norm,2fmCon,2Story,5,5,1900,2006,Gable,MetalSd,MetalSd,None,0.0,2.0,1.0,BrkTil,1.0,2.0,3.0,5.0,0.0,0.0,797.0,797.0,2.0,0,FuseA,830,797,0,1627,0.0,0.0,2,0,4,2,2.0,10,0,5.0,Detchd,1950.0,Unf,2.0,420.0,1.0,0.0,0,192,0,60,0,0,0,NaN,0,2,2008,WD,Normal,,0
75,RM,53.0,5350,Reg,Corner,0.0,OldTown,Artery,1Fam,2Story,7,8,1920,1965,Gable,Wd Sdng,Wd Shng,None,0.0,2.0,2.0,BrkTil,2.0,2.0,3.0,2.0,116.0,0.0,508.0,624.0,4.0,1,SBrkr,730,720,0,1450,0.0,0.0,1,0,3,1,2.0,7,0,5.0,Detchd,1935.0,Unf,1.0,288.0,2.0,2.0,1,0,192,0,0,0,0,MnPrv,0,3,2008,WD,Normal,,0
50,RM,69.0,9143,Reg,Corner,0.0,OldTown,Norm,1Fam,1.5Fin,5,7,1900,2003,Gable,VinylSd,VinylSd,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,5.0,0.0,0.0,346.0,346.0,4.0,1,SBrkr,709,308,0,1017,0.0,0.0,1,0,2,1,2.0,5,0,5.0,Detchd,1961.0,Unf,1.0,308.0,2.0,2.0,0,0,0,139,0,0,0,NaN,0,5,2008,WD,Normal,,0
190,RM,60.0,9600,Reg,Inside,0.0,OldTown,Norm,2fmCon,2Story,5,5,1920,1960,Gable,AsbShng,AsbShng,None,0.0,2.0,2.0,BrkTil,2.0,2.0,3.0,3.0,234.0,0.0,739.0,973.0,2.0,1,FuseP,1377,973,0,2350,0.0,0.0,2,0,4,2,2.0,10,0,5.0,2Types,1930.0,Unf,2.0,393.0,2.0,2.0,1,0,0,219,0,0,0,NaN,0,4,2008,WD,Normal,,0
70,RM,60.0,6000,Reg,Corner,0.0,OldTown,Norm,1Fam,2Story,5,9,1905,2005,Gable,MetalSd,MetalSd,None,0.0,3.0,2.0,BrkTil,1.0,2.0,3.0,5.0,0.0,0.0,572.0,572.0,4.0,1,SBrkr,884,656,0,1540,0.0,0.0,1,1,3,1,3.0,7,0,5.0,NaN,0.0,NaN,0.0,0.0,5.0,5.0,0,240,77,0,0,0,0,NaN,0,2,2008,WD,Normal,,0
70,RM,60.0,11340,Reg,Inside,0.0,OldTown,Norm,1Fam,2Story,2,1,1920,1950,Gable,AsbShng,AsbShng,None,0.0,1.0,1.0,BrkTil,1.0,1.0,3.0,5.0,0.0,0.0,723.0,723.0,2.0,0,SBrkr,723,363,0,1086,0.0,0.0,1,0,2,1,2.0,5,0,5.0,Detchd,1920.0,Unf,2.0,400.0,1.0,0.0,0,0,24,144,0,0,0,NaN,0,11,2008,ConLD,Normal,,0
70,RM,60.0,10800,Reg,Inside,0.0,OldTown,Norm,1Fam,2Story,7,7,1890,1999,Gable,Wd Sdng,Wd Shng,None,0.0,2.0,2.0,BrkTil,2.0,2.0,2.0,5.0,0.0,0.0,1313.0,1313.0,3.0,1,SBrkr,1313,1182,0,2495,0.0,0.0,2,0,5,1,2.0,10,1,3.0,Detchd,1950.0,Unf,2.0,342.0,2.0,1.0,1,0,299,0,0,0,0,NaN,0,12,2008,WD,Normal,,0
20,RM,65.0,9750,Reg,Inside,0.0,OldTown,Norm,1Fam,1Story,5,6,1959,1959,Gable,MetalSd,MetalSd,BrkFace,164.0,2.0,2.0,CBlock,2.0,2.0,3.0,3.0,200.0,0.0,784.0,984.0,3.0,1,SBrkr,984,0,0,984,1.0,0.0,1,0,2,1,1.0,5,0,5.0,Detchd,1959.0,Unf,1.0,308.0,2.0,2.0,0,0,0,0,0,0,0,NaN,0,6,2008,WD,Normal,,0
20,RM,52.0,8516,Reg,Inside,0.0,OldTown,Norm,1Fam,1Story,4,6,1958,2006,Gable,MetalSd,MetalSd,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,5.0,0.0,0.0,869.0,869.0,2.0,1,SBrkr,1093,0,0,1093,0.0,0.0,1,0,2,1,2.0,5,0,5.0,Detchd,1959.0,Unf,1.0,308.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,5,2008,WD,Normal,,0
30,RL,55.0,7111,IR1,Inside,0.0,BrkSide,Norm,1Fam,1Story,5,7,1928,1983,Gable,WdShing,Wd Shng,None,0.0,3.0,3.0,BrkTil,2.0,2.0,3.0,4.0,406.0,273.0,329.0,1008.0,2.0,1,SBrkr,1143,0,0,1143,0.0,0.0,1,0,2,1,2.0,5,1,0.0,Detchd,1992.0,Unf,1.0,288.0,2.0,2.0,1,265,0,0,0,0,0,GdPrv,0,7,2008,WD,Normal,,0
